sentence,label
" Touring the DMZ in South Korea What it's like to stand at the border, 2017",0
"Kirby further described Doom as being ""paranoid"", wrecked by his twisted face and wanting the whole world to be like him.",0
Each section was shaped like a truncated cone which gave the craft a conical shape.,1
"Originally, Nearly God also included a song with Blur frontman Damon Albarn, but it was removed at the last minute, with Tricky expressing displeasure at Albarn's working methods, saying: ""He wants to work on something for like two months and then do the vocals again and again and again, and I don't work like that.""",0
"David Itzkoff from The New York Times declared about the naming, ""scientists may seem like a pretty poker-faced bunch, but the botanists at Duke University, at least, have a sense of humor about their work and some pop-culture savvy to go with it"".",1
"The droplets can also grow to be many molecules across (micrometres) Studies of droplets of the Caenorhabditis elegans protein LAF-1 in vitro also show liquid-like behaviour, with an apparent viscosity Pa s. This is about a ten thousand times that of water at room temperature, but it is small enough to enable the LAF-1 droplets to flow like a liquid.",0
The island looked like a city during the urs.,1
His scripts then focused on what it would be like for each character to live through an actual murder investigation and its aftermath.,0
Supply Surge Currents: to provide surge currents to loads like motors when required.,0
"It was also available as a four-door pillarless hardtop that looked like a huge, square coupé, and a wagon, which had more of a utilitarian role than the sedans.",1
"The New York Times correspondent reported the play's resounding success with the audience, but like many commentators of the day, including Favre, largely attributed it to Sarah Bernhardt's powerful performance, noting that:",0
"However, in order to reduce too many similarities, Kushina Uzumaki's character was made to look like Naruto's face.",0
It continues like this during the following centuries.,0
"According to Consequence of Sound's Dan Caffrey, Wrecking Ball is a heartland rock album that sounds like a subtler version of We Shall Overcome: The Seeger Sessions, but also draws on sounds from Springsteen's Human Touch (1992).",0
"The tools were like those of the Danish kitchen-middens, termed the Surface Period by Evans, which were the basis of Westropp's Mesolithic.",0
"The characters in the video are based on food items, such as being made out of potatoes, with the Enterprise being created to look like it was made from pizza and sausages.",0
"One of the brothers’ wives said that this invention looked like a chicken leg, commonly nicknamed a drumstick in the US.",1
"In an interview, King described ""Chasing Death"" as being about alcoholism: ""it's like people who drink too much.",0
"The Ken Krabappel character was supposed to be based on singer Dean Martin, but somehow he ended up with a southern accent that made him sound like a hick.",1
"AP news stories stated that foreign aid provided to disaster victims was modified to make it look like it came from the military regime, and state-run television continuously ran images of General Than Shwe ceremonially handing out disaster relief.",0
"After his success with this on the internet, he began to make more elaborate works, often made to look like famous landmarks, and always made out of real food.",1
It sounded like my old Doc Savage stuff.,0
"He plays like a funky pianist, simultaneously covering bass lines, chord kick, and counterpoint.""",1
"Scenes portraying Chunilal character wearing 'coatee', usually worn on Punjabi or kurta in the Indian subcontinent, ""looked like a Mujib coat"" (a kind of black waist coat used by the country's founding president Sheikh Mujibur Rahman) to some members of the censor board and asked to cut those.",0
"Later, when Banks felt like becoming more vocal, he discussed the issue with teammate Billy Williams, who advised him to remain quiet.",0
"After going two rounds with Balboa, Ivan Drago told his trainer (in Russian), ""He's not human, he's like a piece of iron.""",1
Scarlet no longer sounds like Cary Grant but speaks with an American New England accent.,0
"I don't want to grow up to be like you.""",0
She is like an older sister to Annie and the object of Kevin's infatuation.,0
"They made me feel like I was the cement shoes attached to their feet.""",0
"Matilda loves her grandchildren very much, and as much as possible, she didn't want them to become like their mother.",0
They said other materials such as sand or dust can flow like a liquid and produce similar results.,1
The Great Hall has a barrel-vaulted ceiling made of plaster painted to look like timber and is a fine setting for the splendid collection of family portraits.,1
"A Midrash interpreted Song of Songs  ""My beloved is like a gazelle or a young hart; behold, he stands behind our wall,"" to apply to God's Presence in the synagogue.",1
Western Chinese mosques were more likely to incorporate minarets and domes while eastern Chinese mosques were more likely to look like pagodas.,1
"In response to this, Harry asked why he acts like a perverted old man, enjoying trashy romance novels, pornographic magazines and the like.",1
"""Peeps will let the Bridgette  thing perhaps slide, but not the wild statements and what seems like a disrespect conflict on camera with his children and their mother.",0
"Stimulation of the muscles by neurons causes an increase in the calcium concentration in muscle cells which, together with adenosine triphosphate (ATP) left in the cells posthumously, results in muscle contraction that make it seem like the squid is ""dancing"".",1
"The album received negative reviews upon its release, with William Ruhlmann of AllMusic retrospectively writing that the album ""contains some interesting tracks, including Bryan Ferry's ""Going Strong,"" which gives you an idea what Roxy Music would sound like if Daltrey was its lead singer"", but ""for the most part, it consists of mediocre material indifferently sung.""",0
"The entire EP is made to sound like the songs are being played through a phonograph, being mixed with a faux vinyl crackling throughout each song.",0
"Such interpolation would treat diagonal lines differently from horizontal and vertical lines, which is like a weak form of aliasing.",0
"Though Meet the Orphans is studded with tales of social uplift (like the sluggish, serious ""Angeles Y Demonios""), it's most agreeable when it sticks to fare like last summer's inescapable ""Danza Kuduro"", a warp-speed, tropical/meringue/pop redo of French Portuguese singer Lucenzo's hit ""Vem dançar kuduro"" (with Lucenzo included).",0
"While the partnership looked like it was to reignite the ""old murph"" his performances and a poor car failed to produce results thus the announcement came in November 2010 that the partnership would split.",0
"While he was armoured to look like a tengu, specifically a karasu-tengu, the beak was part of a disguise.",1
"It's like catching a 92-mile-an-hour knuckleball.""",0
"The episode was conceived as a commentary on what it was like to work on a television show that had long been on the air, but was considered to be nearing its end.",0
"He may not seem like it at first glance, but he is an extremely well-built man with amazing power.",0
"The building was styled to look like an English cottage, although shingles were used in place of traditional thatch.",1
"I am poured out like water, and all my bones are out of joint: my heart is like wax; it is melted in the midst of my bowels.",1
"""To be honest, we were just looking for something that sounded like suburbia in big capital letters.""",0
"Everest seemed like an irrational challenge for an Egyptian, so I embraced it wholeheartedly.",1
"The museum is not only shaped like an egg (14 m in height and 10 m in diameter), but parts of the exterior and interior of the dome are painted to resemble a pysanka.",1
"A Pakistani officer recalled that “The front here had crumbled completely...Withdrawal quickly turned into a rout.” Riding into Jessore in the dawn hours of 7 December, he noted, “It looked like a ghost town, except for sleepy dogs and chickens, not a soul stirred.",1
"According to Greg Weisman, Klarion joined the Light mostly because it seemed like fun.",0
Many tourists come here to see what it was like to be inside what was once a place where lions and people met their fate.,0
"(referring to the Haftarah's account in  Dinah writes Seth: “to seek a greater blessing elsewhere would be like laying a false offering on the altar and expecting the fire from heaven to kindle it.” Echoing the report of  that “Moses' anger waxed hot,” Dinah tells Adam, “even the man Moses, the meekest of men, was wrathful sometimes.”).",0
"""I think my music is like Dr. Jekyll and Mr. Hyde,"" he says.",1
"Also in 1993, an NME piece about the K Foundation found much to praise in Drummond's career, from Zoo Records through to the K Foundation art award: ""Bill Drummond's career is like no other... there's been cynicism... and there's been care (no one who didn't love pop music could have made a record so commercial and so Pet Shop Boys-lovely as 'Kylie Said to Jason', or the madly wonderful 'Last Train to Trancentral', or the Tammy Wynette version of 'Justified and Ancient').",0
Ionic materials can behave like either metals or semiconductors with respect to the fraction of damage recombined.,0
They would furthermore like to see the IEMA more directly involved with its membership in educating store-level staff about the ESRB ratings system.,0
"""It almost felt like things were out of control,"" says Dawn.",0
"As explored by Mukherjee, Molina and Adams (2012), this legislation may be intended to contain illegal immigration, or it may be ethnic categorization as the basis for excluding rights to certain U.S. citizens who do not look like the dominant group.",0
"It is said that during this period, he dressed like a Majnu, wandered like a faqir (perhaps the inspiration for his pen name) and got addicted to alcohol.",1
"The song is a mid-tempo piece, firmly in the neotraditional style, backed by fiddle and steel-string acoustic guitar, in which the narrator observes the difference between an idealized movie situation and the real world, saying ""If life were like the movies, I'd never be blue"".",1
"'Wrath Of The Villains: Mad Grey Dawn' is only the fourth episode since the show's winter hiatus, and yet the back half of this season already feels like a lost opportunity, with the show seemingly refusing to construct something compelling out of the pieces that were put into place by the fall finale.",1
"Music & Media wrote that ""it tastes like candy again, most of all the softly-spoken intermezzo.",0
"Edwards commented that ""I think West End has given us a selection of gimmicks for which no GM will hold off on obtaining, but I wish they would have included an adventure, a mini-adventure even, to make me feel like I was getting more for my money than some extra copies of forms.""",0
"Last but not least, in the center of the town, men with leather masks, huge gloves and orange, yellow or green overalls painted to make them look like tigers (or sometimes jaguars) gather in groups of up to 22 to stage fights.",1
"Meanwhile, actor Christopher S. Nelson - son of other cast member Ed Nelson - was more positive on the film, which to him ""felt like a homecoming.""",1
"Both have advantages: DOM, for example, allows for random access to the document, and event driven algorithm like SAX has a small memory footprint and is typically much faster.",0
"Reinhold Messner has stated, that he made the decision to ascend Mount Everest with Peter Habeler in the Grandes Jorasses, where Peter ""descended like a dancer"".",1
"The narrow body, and corresponding low frontal area, was achieved with tandem seating, which also allowed the body to taper like an aircraft fuselage, within a practical length.",1
"Both were Democratic, both were sympathetic to labor and immigrants (a sharp contrast to publishers like the New York Tribune's Whitelaw Reid, who blamed their poverty on moral defects), and both invested enormous resources in their Sunday publications, which functioned like weekly magazines, going beyond the normal scope of daily journalism.",0
A photo-essay on what it's like to have a port,0
"Peggy was bred to 'Jim', another Nubian-French Alpine cross, yielding a short-eared buckling, a short-eared doeling, 'Pauline', and a doeling that looked like Jim, 'Paulette'.",0
"Barry describes it as a ""demented malevolent"" world inspired by what ""homicidal teenage hipsters"" might sound like in 40 years.",0
"Jeremy Biltz of DVD Talk said ""Nightfur is like a pleasant dream...",1
"Chanthit Krasaesin wrote that, for a Thai poet, ""not having read Thawathotsamat is like not yet having entered the world of literature.""",0
"On top of the wall, the seams felt like full, fine and separate pebbles.",1
"A distinguishing feature is a white mark shaped like the letter w across the anterior edge of the head, although this may only be partially visible on some specimens, and a white or pale yellow crescent-shaped spot at the posterior edge of the head shield.",1
"In November 2006, he appeared alongside fellow BBC News presenters in a performance for Children in Need that Jan Moir, writing for The Telegraph, described as ""charisma-free"", adding that although Turnbull dressed up like James Bond, he looked like a ""dodgy sommelier"".",1
"However, the three-man strikeforce was looking like a success as they spearheaded Everton to the top of the league in late autumn of 1989 and were starting to look like serious title contenders for perhaps the first time since Howard Kendall's departure as manager in June 1987, but Everton were unable to maintain this form and dipped to sixth place in the final table.",0
Alessandro tells Aminta to dress like a king so he can be presented to his subjects.,1
"Bloody Disgusting gave the film four stars and said, ""it's like nothing I've seen before.",0
"Our struggle is like a bee that pricks, that is our resistance, but it's non-violent.""",1
"Human beings are considered to have undergone despeciation due to the genomes associated with early human remains like the Denisovans and Neanderthals, among others.",0
These profiles seemed like they came from Barnes herself and contained nude photographs of her that were taken without her knowledge as well as her real contact information.,0
"It was like writing the story around the footage.""",0
"In the mid-1990s, Minakakis was invited by guitarist Ben Weinman, with whom he went to the same school, to form a hardcore punk group because he ""looked like a singer"" due to his imposing physique.",0
"Abdullah ibn Amr ibn al-'As (Allah be pleased with him) relates that the Messenger of Allah (Allah be pleased with him) said to him, ""O Abdullah, do not be like so-and-so, he used to pray in the night then he abandoned night prayer.""",0
"I (อี) pronounced like English ""ee"" is a designation for one without customary restraint.",0
Will Hardeep stay back home to become the member of his family or will he returns like the guests do?,0
"BioWare's designers intended Solas to appear as if he is wearing all that he owns, and that his items of clothing are meant to look like homemade improvisations born from necessity.",1
These packs were also mounted on what seems like MDF motherboards and LC-2 ALICE frames.,0
"When it brings rain to them, like a funeral,",0
"The Newton Hearing itself operates like a ""mini trial"", with a judge deciding the disputed points based upon testimony and submissions, rather than a jury.",1
"Mack Brown said after the game ""I didn't see it, but it sounded like 88,000 (fans) thought it was dirty.""",0
Sometimes it seemed like it was us against the whole world trying to get the top fighters to get in the ring with me but at the end of the day Artie and Joe guided me to two World Championships and I really want to thank them for all their efforts!,0
"Another film that was constructed by Roland was on a play called The Dragon, which helps people to understand every aspect of what is like to be a part for the theater.",0
The magnificent chorus was made to perform like a ballet company imitating the children's game of playing at being living statues.,1
He encounters a woman from the 19th century without arms; she disappears like the fingerless man.,0
"The press highlighted a phrase by Giuffra in which he says: ""Compadre, you know what the nut is like and what you are going to get,"" presumably referring to the benefits that Mamani would get if he voted against the vacancy.",0
"Odenkirk would later say that he grew up ""hating"" Naperville because ""it felt like a dead end, like Nowheresville.",1
"I felt like making something that felt like winter and was really personal.""",0
"Although the New York Tammanies came to be part of the Democratic political machine, politics was never a very important part of the New York Tammanies' agenda; their notices were like the one above and virtually never mentioned political activity.",0
"Modern bourgeois society, with its relations of production, of exchange and of property, a society that has conjured up such gigantic means of production and of exchange, is like the sorcerer who is no longer able to control the powers of the nether world whom he has called up by his spells.",1
"The building has a complex floor plan, shaped like a Buddhist swastika.",1
Christianity is like good and evil.,1
"Roger Ebert gave the film a full four stars out of four and wrote that it ""is like no other Western ever made, and with it, Robert Altman earns his place as one of the best contemporary directors.""",0
"Jim Cramer hated the sloppiness of Hydra's presentation, saying that it felt like a place to throw garbage away and not a place to learn about Kodak ink.",1
The challenge of the game is to not only come up with the horrific scenarios but find the advantages and disadvantages of each scenario and make a judgment call on which seems like the lesser of two horrors.,0
"Enrico Mentana, the news anchor long seen as a guarantor of Canale 5's independence, walked out in April 2008, saying that he no longer felt ""at home in a group that seems like an electoral campaign committee"".",0
"James Smith of River Beats described the song as one that sounds like it's attempting to ""resurrect a demon through a computer screen"", noting the songs' incorporation of trap and dubstep.",0
A 25-foot tall grain silo was painted to look like a minion from the Despicable Me movie on a nearby rural farm in 2016.,1
"Archbishop D’Ambrosio also confirmed in a communiqué that “the stigmata are not visible.” He said that Pio's hands ""looked like they had just undergone a manicure"".",0
"The Bouleuterion of Ancient Olympia was shaped like an early Greek temple, a kind of square horse-shoe.",1
According to legend Oda Nobunaga saw the pillar with the two knots and remarked to Toyotomi Hideyoshi that it looked like his face.,1
"Given that Galway was within days of plague, famine and siege, O Muraile expressed the wish ""for the merest hint by Mac Fhirbhisigh of what conditions were like in the stricken city while he was penning his list of Irish kings!""",0
"A critic from Rediff.com noted ""Saravanan excels and doesn't look like someone back from a long break"", while Sify.com's reviewer stated his performance as the ""wayward uncle with a heart of gold is terrific"".",0
The kitchen table was designed to look like a large bicycle chain with cogs and a sprocket running underneath it.,1
"The plot revolves around Dr. Moras (Faber) who visits a barber (Valentin), who accidentally shaves Moras to look like a Chinese person, and then mistakenly cuts off Moras' rival's head (photo, above, right), which is sewn back on by the barber's assistant (Ebinger), and ends with a sword fight - ""The Duel"" - and in which Faber is triumphant (actually saved by the girl) and Ebinger and Faber embrace in a happy ending in a mysterious Senegalese Salon.",1
"Laminate flooring uses an image of wood on its surface, while vinyl flooring is plastic formed to look like wood.",1
"He designed the level progression to become more difficult with the player's progression in the game, as well as additional content that became available after beating the game as to make it feel like the game was long.",0
"Eberhardt's articles arrived irregularly, as she would only write when she felt like doing so.",0
"""She had mascara tears running down her face, and her little boy was weaving in and out of her legs while she was talking on the phone and she looked like an ice cream cone, melting.",1
"Asked if he feels like an American, he said, ""I like to think like I'm a man of the world.",1
"The peristome is coarse and expanded at the margin (but not scalloped like that of N. rajah), the lid orbiculate or reniform and almost flat.",0
Is it going to be like the way I intended it to be?,0
"Guggenheim added, ""It's like the bomb underneath the table, and I think part of the fun is waiting to see when Oliver is going to learn what the audience learns on Flash.""",0
"with Houris fashioned like the most beautiful statues,",0
Glass should feel like glass.,0
"Laughton decided to use a version of his own accent rather than approximate an Australian one because ""I know Australians are very sensitive about their accent, and I don't want to antagonise them by faking an accent that would sound like a London Cockney.""",1
The analyzed information can be used by the DJ to help manually beatmatch like with vinyl records or the software can automatically synchronize the beats.,0
"Brown explains that XXX is an effort at a serious concept album with a storyline, citing track 13 ""DNA"" as the start of Side B: ""The cover looked like a vinyl to me, so I was going with that whole vibe"".",1
This station was built to look like the other Independent Subway stations.,0
It is said that their speech and customs were like those of the Suebi.,0
"This week, the housemates had to behave like they were living in a kingdom.",0
The entire Universe is like an infinitesimal particle to Mahavishnu.,1
Dennis Hunt from LA Times compared Dion to singers like Mariah Carey and Whitney Houston in his review.,0
Pie guitarist Clem Clempson has said it is one of the tracks he would most like his career to be remembered by.,0
"When he reached the end of arranging the piece, he looked back: ""I got the feeling that it was like the end of a journey realising that something that worked at the beginning worked at the conclusion"".",0
 Nate Diaz decides to train with Team Penn because he feels like he needs to distance himself from Corey Hill in order to prepare himself better for the fight.,0
"David Hinckley of the New York Daily News, reviewing the tenth season, said that ""even when you think something about the Kardashians could be interesting, it's not,"" adding that the ""entertainment value [of the show] is like having spent 10 years in Rapid City, S.D., watching the traffic lights change.""",1
Tom Brunansky's RBI single looked like all the offense the game would see.,0
"It is like most mid-western courses, slightly sloping on the front nine with increasing slopes on the back.",0
"Ebert said that he ""would have tried to make a movie that didn't look like all those other adventure movies but cheap, watered-down, pale and uninteresting"".",0
"On 15 October 2003, The High Representative, Paddy Ashdown, lamented that ""getting the truth from the [Bosnian Serb] government is like extracting rotten teeth"".",1
"At first he can only look like a cat, but after sampling Ishtar's blood, he can turn into an exact duplicate—except he's still male.",1
"His dry jocularity is hilariously incongruous — he's like a hostile, wisecracking salesman trapped in the body of the Antichrist.""",1
The urban rail system in Tokyo does not behave like a single unified network but as separately owned and operated systems with varying degrees of interconnectivity.,0
"During an interview with TV Guide, Coleman talked about what Adam would be like if his mother was alive: ""I understand the importance of creating conflict, but that was very sad to me.",0
"(all spoken primarily in South Africa, Namibia and Botswana; Khoekhoe is like Korana except it has lost ejective )",0
"Clarke added, ""they were like balloons afterwards, just throbbing"".",1
"Hence, it will not look like a lemniscate, making the name something of a misnomer.",0
"Having realized that this world is like a dream, and that all Buddhas are like mere reflections, that all principles [dharma] are like an echo, you move unimpeded in the world (Trans in Gomez, 1967: lxxxi)",1
Reporting the true valuations in Mech' is like playing the equilibrium strategies in Mech.,1
"Descriptive fair use permits the use of a descriptive mark in a descriptive way; for example, an advertisement could say that a particular dress shoe ""feels like a sneaker"" even though the phrase ""Looks like a pump, feels like a sneaker"" is the trademark of another company.",1
"Christi: Frank felt that he cannot trust Christi after finding out she is still friends with her ex-boyfriend and plus, His Parents felt like she was way too young and immature for Frank.",0
"And it was the U.S.A....So while everyone was rejoicing, I thought it wasn’t going to be like that, euphoric, the honeymoon.",0
"Saleh secretly translates novels of Western literature, like Anna Karenina and Austerlitz into Arabic, and makes continual references to authors like  Italo Calvino.",0
She felt the temptation to marry like other young women did.,0
"So watching Haunted House is like watching the erasure of that improvement, simply by being an even bigger mess than the show started with in the pilot"".",0
"Milburn added that it was great being part of the cast, which felt like a family to her.",0
Dumont was confined to land like his colleagues and spent the first years in the navy studying foreign languages.,0
Some people think that—excuse my expression here—that in order to be good Catholics we have to be like rabbits.,1
"Not only do visitors feel like they are in a plane, but the exhibit is also decorated to make visitors seem like they are flying in the air.",0
"After a blistering start that saw Rockchapel lead 1–4 to 0–4 at half time, Bandon gained a foothold in the second half and scored the decisive goal with 10 minutes to go, from there they never looked like losing the game that ended on a scoreline of 1–10 to 1–7 in favour of the west cork men.",0
"This is like cross-site cookie, except that it does not rely on browser vulnerabilities.",0
"A 1942 photograph of World War I hero Alvin York registering for the ""old man's draft"" brought a job offer, but he turned it down; ""I was raising two young boys, and New York didn't seem like the place to raise them,"" he later explained.",0
"Gorbachev struggled to understand Yeltsin's growing popularity, commenting: ""he drinks like a fish... he's inarticulate, he comes up with the devil knows what, he's like a worn-out record.""",1
The family is like a “catch-all” for ranoid frogs that do not belong to any other families.,1
"Behind the scenes, however, Rooney was like the ""hyperactive girl-crazy teenager"" he portrayed on the screen.",1
"Evan Ross from andPOP gave the album 3.5 out of 5 stars described Queen of the Clouds as ""a really enjoyable album that pretty accurately describes what it's like to be young and in love"" and particularly liked that the album was an entire concept instead of randomly thrown in tracks.",0
Spike is a domestic robot constructed to look like a humanoid.,1
"When the band’s trumpeter, Bunny Berigan, played his solos on Henderson’s versions of ""Sometimes I'm Happy"" and ""King Porter Stomp,"" the Palomar dancers cheered like crazy and exploded with applause!",1
"Leaves are alternate, simple, deciduous; generally elliptical or oblong, , light green and smooth above and paler below; margins are entire to wavy; fresh foliage smells and may taste like cucumber.",1
"Initially, ""Six Months in a Leaky Boat"" also looked like it would at last furnish Split Enz with the breakthrough UK hit that they had been hoping for, but this failed to materialise; after the controversial sinking of the Argentine warship 'General Belgrano' by the British Navy during the Falklands War the BBC reportedly included the song on a covert ""blacklist"" of songs that were not to be played on air due to supposedly negative references to the war.",0
"Bazhenov, eager to improve his finances, accepted what looked like a generous offer from Prokofi Demidov, a wealthy and whimsical patron of arts.",0
So it sounds like steam-cart in English.,0
"In Gorgosaurus, the first tooth in the maxilla was also shaped like the premaxillary teeth.",0
"The modified Bird of Prey, invisible and near the Enterprise, attacked Gorkon's ship and made it look like the Federation ship was responsible.",0
"In an era where most music TV shows featured non-stop miming, the fully live sets by the guest artists were innovative (but the sound mix was often very poor, with a curious quality that made it sound like everything had been 'phased').",0
"But perhaps the greatest of my debts is having learnt that the originality of an opera need not involve the rejection of our tradition—which would be like blindly embracing the condition of an orphan—but rather the profound assimilation of it, so as to achieve the closest union between a text and its music.""",0
And 'Children of the Sea' – I did like to play that too.,0
"Yet while those were records that sounded like they were conceived in wide open countryside or of the rolling sea this is an ode to the industrial heartland of their childhood; at turns crunching and urban, desolate and apocalyptic.""",0
"Another possibility is that the word montuno comes from the word montura, the Spanish word for ""saddle"", because the rhythm in son music is like riding a horse.",1
"On June 15, 2011, during an Assembly debate on a redevelopment bill, Assemblyman Donald Wagner remarked that the bill was like something he had ""seen on The Sopranos"" and likened the author of the bill to Tony Soprano.",0
"He went on to say, ""if the public says after looking at the pictures, that doesn't look like my definition of drilling—it looks like my definition of exploring—then don't you think we should be calling it what people see it to be, rather than adding a political aspect to it all?""",0
"In 1593 he was made constable, but Henry IV showed some anxiety to keep him away from Languedoc, which he ruled like a sovereign prince.",1
"It was like being ""born again"" (""... wie neu geboren"") he later recalled.",0
"After realizing what she had done, Mona began to peel rose petals before throwing Charlotte's lifeless body from the bell tower to make it look like a suicide.",0
"If one wheel were raised in the air, the regular Torsen units would act like an open differential, and no torque would be transferred to the other wheel.",0
"He is like Judas Iscariot because he betrays Dowling, like Judas betrayed Jesus.",0
"When Maggie sits on it the float busts, making it look like Maggie's weight broke it.",0
"Kenyan runner and two-time Olympic champion Kipchoge Keino ran up to the stage to receive the first Olympic Laurel award, accompanied by children flying 200 white kites shaped like doves.",1
"Therefore, CBI consequently confirms that it was a murder made to look like a suicide.",1
A typical oil-in-water manufacturing process might go like this:,0
"Painted like a man, disappeared like a woman",0
And the situation continued like that until 1965.,0
"She is like the mother whom, even when she errs, we are eager to forgive,"" Chahine added.",0
"The music was nothing to call home about, although I did like the screams of human victims as they fell to their death after a Raptor attack.""",0
"Irwin said that ""it seemed like a very tame simulation"".",0
"These courses allow students to experience what it is like to be an engineer by teaching project management skills, communication skills, and much more.",0
He observed that nervous tissue could behave like an endocrine gland.,0
"Professor Christos Yannaras has remarked that: ""like Matthopoulos he wrote like a Protestant pietist.",1
"For example, the image of a right shoe will look like a left shoe.",0
"The orangutan–human last common ancestor had a larger body size, larger brain, and in females, the canine teeth had started to shrink like their descendants.",0
"It seemed like a pretty natural thing to bring in all those outside people and do it that way.""",0
"Mark Schwahn revealed in an interview with Zap2it that they did reach out to Hilarie Burton to return with Murray, ""We would have liked to include Hilarie as well but she has a [son] now, and she has a job, and she's doing well and she just felt like her free time away from work she wanted to spend with her [son], which is a completely plausible, nice answer,"" he said.",0
"The eggs are golden-brown, and shaped like an oval bullet with a terminal button (operculum and capitalum).",1
"Commenting on the game's community of both players and developers, About.com noted, ""entering it makes you really feel like you've become a part of something bigger than just a video game.""",0
"Speaking of Zia, Sattar said ""he was like my son.",0
"Grimm has long used its fantasy world as a means of holding a mirror up to the real world and 'Eve of Destruction' had moments that felt like a happy return to the complex stories that made Seasons 3 and 4 so freaking good.""",1
"Sonnenberg took the job where he realized what it was like to be rich, and he fell in love with the lifestyle that coincided.",0
"Khuranaa also praised Dosanjh's comic timing, a sentiment shared by Jasmine Singh of The Tribune who wrote, ""The actor is like nitrous oxide that spreads a wave of laughter by just saying a word or even maintaining a poker face.""",1
"Deutsche Telekom expected to complete this phase-out by 2018 but postponed the date to 2020, other provides like Vodafone estimate to have their phase-out completed by 2022.",0
"After scoring twice and setting up the winner against the Florida Panthers in pre-season play, MacTavish said, ""It looks like he's made the decision he's staying, that was a hell of a game.""",0
"""To make a cabinet is like making a jig-saw puzzle fit, and I managed to make my six fit by keeping the post of Chancellor of the Exchequer for myself"".",0
"They are away fighting evil around the world, though they can communicate to their children via Oswidge's crystal ball, which seems to operate like a phone.",1
"It was like I'd overdosed on music"".",0
"In M-System engines, the fuel is injected onto the walls of the combustion chamber, that is solely located inside the piston, and shaped like a sphere.",1
"He felt the costumes and makeup looked like cosplay, the dialogue was ""clunky"", as if it was from the first draft of a script"", and the story did not ""have the scope, scale, or polish to make use of"" the IMAX release.",1
"An annular solar eclipse occurs when the Moon's apparent diameter is smaller than the Sun's, blocking most of the Sun's light and causing the Sun to look like an annulus (ring).",1
"Sarmi stated in a 1965 interview with Time, ""in Italy, when the oldest son tells his father he wants to be a dress designer, it's like a woman saying she intends to be a prostitute"".",0
"In the book, Reed wrote a series of sketches about what it was like to be up front with the soldiers in the combat zone in Vietnam.",0
It was like dudes would come in on their own time and create stuff.,0
"Luke Gelineau of TV Equals wrote ""Man, I don't know about you guys but I almost felt like I needed a 'Previously on...' refresher before going into tonight's episode of Person of Interest, 'Super'.",0
"Norsk Museum (Norway), shows how life was like for the Norwegian settlers in the early years of the community.",0
"This type of Quintola is like a mandolin or mandola, but with either 5 single strings or 10 strings in 4 paired courses.",0
"""If you think this economy is a mess now, imagine what it would look like if the business community started to worry that the government would start abrogating contracts left and right,"" wrote Sorkin.",0
"The 3.sg copula tends to sound like a -ya(ko) or -wa(ko) after high and often mid vowels:  ≈ , and transcriptions with w and y are common in the literature.",0
"Similarly, Josh Timmermann of Stylus magazine ranked the song alongside ""Galang"" as ""among the most exciting singles of last year"" and that the track ""managed to sound like honey even while M.I.A.",1
"Lord Cockburn simply says 'he caned the printer in the street,' but Stevenson and his friends said there was a fight, and that Stuart behaved like a coward.",1
"While discovering that like the show First Class was set in the 1960s, the actress considered that: ""[Frost]'s so, so far from Betty and from Mad Men, and it takes place in that time but it doesn't feel like a period movie.""",0
"Director Bronwen Hughes recalled: ""It was Paramount’s financial decision to make Toronto look like New York, although to tell you the truth, nothing looks like a row of brownstones and stoops like New York, so we just started choosing great locations to create a visual experience.""",0
"This is like any other Dire Straits album quarried out of the tottering edifice of MOR rock.""",0
"By the end of the Triassic, there were many species that looked like modern mammals and, by the Middle Jurassic, the lineages leading to the three extant mammal groups — the monotremes, the marsupials, and the placentals — had diverged.",0
"Jesus urged his followers to act like slaves, implementing a slave morality.",1
"If a person is interested in what the American suburban dream might look like if ever brought to fruition, Montclair is its living model.""",0
"The report never went into details or analyzed what the lives of residents would be like in their new homes, but was insistent that their best interests were at heart.",0
This instrument was inspired by a bet between Ray Kurzweil and musician Stevie Wonder over whether a synthesizer could sound like a real piano.,1
"To the ear, a bar may seem like one singular beat.",1
Supercross is more technical and rhythm like to riders.,0
"The character was designed to look like The Tick, as confirmed by the writers of the show at Botcon 2008, Coleman also currently provided the voice of Neddy the Mallet in the Cartoon Network series, Mighty Magiswords.",0
"It seemed like a perfect convergence"", Watterson told the Washington Post.",0
"There are several references to The Cars in the video: a license plate reads ""I ♥ RIC"", a reference to Ric; one of the boys in the opening scene has dark hair, sunglasses, and clothes such that he looks like an adolescent version of Ocasek; the trademark Elliot Easton ""bouncing"" (at approximately 1:15 into the video) and hairdo as he plays his guitar for The Cars; and the re-creation of a scene from the movie Fast Times at Ridgemont High which featured The Cars' ""Moving in Stereo"".",0
"Eurogamer's Aoife Wilson found it difficult to pin down why she had enjoyed the movie, as she found it ""bloated and badly done,"" ending up saying that, despite its flaws, it felt like part of the Final Fantasy franchise.",0
Hot Coffee is mentioned in the movie Love the Coopers by Amanda Seyfried as the place she'd like to live since it sounds like the perfect place for a waitress.,0
"The director, John Lasseter, was happy to see the girls there and said ""The moment I listened to Polyrhythm, I loved it, it was like falling in love.""",1
"It is an oath of fidelity, presumably to a lover, but when she begins yowling the chorus – ""I'll be your keeper for life as your guardian"" – it sounds like a threat.""",1
